area,cases,date
CITY OF SANTA MARIA,2709,2020-07-29
COMMUNITY OF ORCUTT,195,2020-07-29
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",250,2020-07-29
Out of County,0,2020-07-29
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",125,2020-07-28
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,734,2020-07-28
CITY OF GOLETA,131,2020-07-28
COMMUNITY OF ISLA VISTA,41,2020-07-28
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,99,2020-07-28
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",67,2020-07-28
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,425,2020-07-28
FEDERAL PRISON IN LOMPOC,1011,2020-07-28
CITY OF SANTA MARIA,2677,2020-07-28
COMMUNITY OF ORCUTT,192,2020-07-28
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",246,2020-07-28
Out of County,0,2020-07-28
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",120,2020-07-27
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,706,2020-07-27
CITY OF GOLETA,131,2020-07-27
COMMUNITY OF ISLA VISTA,41,2020-07-27
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,97,2020-07-27
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",66,2020-07-27
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,415,2020-07-27
FEDERAL PRISON IN LOMPOC,1011,2020-07-27
CITY OF SANTA MARIA,2622,2020-07-27
COMMUNITY OF ORCUTT,187,2020-07-27
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",237,2020-07-27
Out of County,0,2020-07-27
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",112,2020-07-24
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,667,2020-07-24
CITY OF GOLETA,121,2020-07-24
COMMUNITY OF ISLA VISTA,40,2020-07-24
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,94,2020-07-24
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",63,2020-07-24
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,382,2020-07-24
FEDERAL PRISON IN LOMPOC,1011,2020-07-24
CITY OF SANTA MARIA,2496,2020-07-24
COMMUNITY OF ORCUTT,173,2020-07-24
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",229,2020-07-24
Out of County,0,2020-07-24
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",109,2020-07-23
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,655,2020-07-23
CITY OF GOLETA,118,2020-07-23
COMMUNITY OF ISLA VISTA,37,2020-07-23
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,95,2020-07-23
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",61,2020-07-23
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,370,2020-07-23
FEDERAL PRISON IN LOMPOC,1010,2020-07-23
CITY OF SANTA MARIA,2420,2020-07-23
COMMUNITY OF ORCUTT,172,2020-07-23
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",222,2020-07-23
Out of County,0,2020-07-23
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",104,2020-07-22
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,644,2020-07-22
CITY OF GOLETA,118,2020-07-22
COMMUNITY OF ISLA VISTA,35,2020-07-22
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,92,2020-07-22
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",59,2020-07-22
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,354,2020-07-22
FEDERAL PRISON IN LOMPOC,1010,2020-07-22
CITY OF SANTA MARIA,2327,2020-07-22
COMMUNITY OF ORCUTT,163,2020-07-22
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",212,2020-07-22
Out of County,0,2020-07-22
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",100,2020-07-21
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,611,2020-07-21
CITY OF GOLETA,114,2020-07-21
COMMUNITY OF ISLA VISTA,34,2020-07-21
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,86,2020-07-21
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",58,2020-07-21
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,333,2020-07-21
FEDERAL PRISON IN LOMPOC,1010,2020-07-21
CITY OF SANTA MARIA,2265,2020-07-21
COMMUNITY OF ORCUTT,157,2020-07-21
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",205,2020-07-21
Out of County,0,2020-07-21
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",96,2020-07-20
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,593,2020-07-20
CITY OF GOLETA,111,2020-07-20
COMMUNITY OF ISLA VISTA,31,2020-07-20
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,84,2020-07-20
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",54,2020-07-20
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,321,2020-07-20
FEDERAL PRISON IN LOMPOC,1009,2020-07-20
CITY OF SANTA MARIA,2199,2020-07-20
COMMUNITY OF ORCUTT,151,2020-07-20
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",199,2020-07-20
Out of County,0,2020-07-20
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",88,2020-07-17
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,562,2020-07-17
CITY OF GOLETA,101,2020-07-17
COMMUNITY OF ISLA VISTA,29,2020-07-17
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,77,2020-07-17
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",51,2020-07-17
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,288,2020-07-17
FEDERAL PRISON IN LOMPOC,1007,2020-07-17
CITY OF SANTA MARIA,2099,2020-07-17
COMMUNITY OF ORCUTT,143,2020-07-17
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",185,2020-07-17
Out of County,0,2020-07-17
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",85,2020-07-16
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,544,2020-07-16
CITY OF GOLETA,98,2020-07-16
COMMUNITY OF ISLA VISTA,29,2020-07-16
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,74,2020-07-16
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",49,2020-07-16
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,271,2020-07-16
FEDERAL PRISON IN LOMPOC,1001,2020-07-16
CITY OF SANTA MARIA,2036,2020-07-16
COMMUNITY OF ORCUTT,138,2020-07-16
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",180,2020-07-16
Out of County,0,2020-07-16
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",81,2020-07-15
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,500,2020-07-15
CITY OF GOLETA,93,2020-07-15
COMMUNITY OF ISLA VISTA,28,2020-07-15
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,69,2020-07-15
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",43,2020-07-15
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,252,2020-07-15
FEDERAL PRISON IN LOMPOC,1000,2020-07-15
CITY OF SANTA MARIA,1924,2020-07-15
COMMUNITY OF ORCUTT,134,2020-07-15
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",172,2020-07-15
Out of County,0,2020-07-15
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",79,2020-07-14
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,490,2020-07-14
CITY OF GOLETA,90,2020-07-14
COMMUNITY OF ISLA VISTA,28,2020-07-14
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,69,2020-07-14
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",39,2020-07-14
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,242,2020-07-14
FEDERAL PRISON IN LOMPOC,998,2020-07-14
CITY OF SANTA MARIA,1869,2020-07-14
COMMUNITY OF ORCUTT,131,2020-07-14
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",171,2020-07-14
Out of County,0,2020-07-14
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",77,2020-07-13
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,471,2020-07-13
CITY OF GOLETA,85,2020-07-13
COMMUNITY OF ISLA VISTA,28,2020-07-13
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,68,2020-07-13
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",34,2020-07-13
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,226,2020-07-13
FEDERAL PRISON IN LOMPOC,998,2020-07-13
CITY OF SANTA MARIA,1754,2020-07-13
COMMUNITY OF ORCUTT,123,2020-07-13
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",165,2020-07-13
Out of County,0,2020-07-13
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",73,2020-07-10
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,451,2020-07-10
CITY OF GOLETA,82,2020-07-10
COMMUNITY OF ISLA VISTA,27,2020-07-10
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,61,2020-07-10
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",32,2020-07-10
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,216,2020-07-10
FEDERAL PRISON IN LOMPOC,998,2020-07-10
CITY OF SANTA MARIA,1628,2020-07-10
COMMUNITY OF ORCUTT,113,2020-07-10
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",151,2020-07-10
Out of County,0,2020-07-10
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",72,2020-07-09
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,437,2020-07-09
CITY OF GOLETA,82,2020-07-09
COMMUNITY OF ISLA VISTA,26,2020-07-09
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,59,2020-07-09
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",30,2020-07-09
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,206,2020-07-09
FEDERAL PRISON IN LOMPOC,998,2020-07-09
CITY OF SANTA MARIA,1601,2020-07-09
COMMUNITY OF ORCUTT,111,2020-07-09
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",150,2020-07-09
Out of County,0,2020-07-09
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",72,2020-07-08
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,424,2020-07-08
CITY OF GOLETA,79,2020-07-08
COMMUNITY OF ISLA VISTA,26,2020-07-08
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,58,2020-07-08
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",27,2020-07-08
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,201,2020-07-08
FEDERAL PRISON IN LOMPOC,984,2020-07-08
CITY OF SANTA MARIA,1572,2020-07-08
COMMUNITY OF ORCUTT,111,2020-07-08
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",147,2020-07-08
Out of County,0,2020-07-08
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",72,2020-07-07
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,418,2020-07-07
CITY OF GOLETA,77,2020-07-07
COMMUNITY OF ISLA VISTA,26,2020-07-07
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,58,2020-07-07
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",28,2020-07-07
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,197,2020-07-07
FEDERAL PRISON IN LOMPOC,994,2020-07-07
CITY OF SANTA MARIA,1515,2020-07-07
COMMUNITY OF ORCUTT,108,2020-07-07
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",139,2020-07-07
Out of County,0,2020-07-07
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",70,2020-07-06
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,390,2020-07-06
CITY OF GOLETA,70,2020-07-06
COMMUNITY OF ISLA VISTA,26,2020-07-06
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,56,2020-07-06
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",28,2020-07-06
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,188,2020-07-06
FEDERAL PRISON IN LOMPOC,994,2020-07-06
CITY OF SANTA MARIA,1489,2020-07-06
COMMUNITY OF ORCUTT,104,2020-07-06
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",137,2020-07-06
Out of County,0,2020-07-06
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",58,2020-07-02
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,334,2020-07-02
CITY OF GOLETA,66,2020-07-02
COMMUNITY OF ISLA VISTA,17,2020-07-02
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,47,2020-07-02
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",21,2020-07-02
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,161,2020-07-02
FEDERAL PRISON IN LOMPOC,994,2020-07-02
CITY OF SANTA MARIA,1275,2020-07-02
COMMUNITY OF ORCUTT,81,2020-07-02
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",119,2020-07-02
Out of County,0,2020-07-02
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",56,2020-07-01
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,319,2020-07-01
CITY OF GOLETA,64,2020-07-01
COMMUNITY OF ISLA VISTA,18,2020-07-01
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,48,2020-07-01
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",21,2020-07-01
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,156,2020-07-01
FEDERAL PRISON IN LOMPOC,994,2020-07-01
CITY OF SANTA MARIA,1213,2020-07-01
COMMUNITY OF ORCUTT,78,2020-07-01
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",116,2020-07-01
Out of County,0,2020-07-01
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",51,2020-06-29
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,284,2020-06-29
CITY OF GOLETA,54,2020-06-29
COMMUNITY OF ISLA VISTA,15,2020-06-29
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,41,2020-06-29
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",21,2020-06-29
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,146,2020-06-29
FEDERAL PRISON IN LOMPOC,993,2020-06-29
CITY OF SANTA MARIA,1057,2020-06-29
COMMUNITY OF ORCUTT,74,2020-06-29
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",107,2020-06-29
Out of County,0,2020-06-29
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",45,2020-06-26
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,251,2020-06-26
CITY OF GOLETA,43,2020-06-26
COMMUNITY OF ISLA VISTA,14,2020-06-26
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,35,2020-06-26
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",19,2020-06-26
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,137,2020-06-26
FEDERAL PRISON IN LOMPOC,993,2020-06-26
CITY OF SANTA MARIA,954,2020-06-26
COMMUNITY OF ORCUTT,70,2020-06-26
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",105,2020-06-26
Out of County,0,2020-06-26
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",44,2020-06-25
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,237,2020-06-25
CITY OF GOLETA,42,2020-06-25
COMMUNITY OF ISLA VISTA,10,2020-06-25
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,33,2020-06-25
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",18,2020-06-25
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,135,2020-06-25
FEDERAL PRISON IN LOMPOC,992,2020-06-25
CITY OF SANTA MARIA,913,2020-06-25
COMMUNITY OF ORCUTT,70,2020-06-25
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",97,2020-06-25
Out of County,0,2020-06-25
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",44,2020-06-24
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,234,2020-06-24
CITY OF GOLETA,42,2020-06-24
COMMUNITY OF ISLA VISTA,9,2020-06-24
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,31,2020-06-24
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",17,2020-06-24
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,134,2020-06-24
FEDERAL PRISON IN LOMPOC,992,2020-06-24
CITY OF SANTA MARIA,885,2020-06-24
COMMUNITY OF ORCUTT,67,2020-06-24
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",98,2020-06-24
Out of County,0,2020-06-24
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",44,2020-06-23
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,215,2020-06-23
CITY OF GOLETA,38,2020-06-23
